"date","sku","category","qty","promo_flag","oos_flag","comp_price_index","comp_qty_index","comp_promo_flag"
2023-09-01,"14007","140-Воротки",54.000000000000,0,1,1,1,0
2023-09-01,"14008","140-Воротки",9.000000000000,0,1,1,1,0
2023-09-01,"14009","140-Воротки",6.000000000000,0,1,1,1,0
2023-09-01,"14010","140-Воротки",7.000000000000,0,1,1,1,0
2023-09-01,"14013","140-Воротки",15.000000000000,0,1,1,1,0
2023-09-01,"14015","140-Воротки",54.000000000000,0,1,1,1,0
2023-09-01,"140205","140-Воротки",1.000000000000,0,1,1,1,0
2023-09-01,"14025","140-Воротки",100.000000000000,0,1,1,1,0
2023-09-01,"14026","140-Воротки",3.000000000000,0,1,1,1,0
2023-09-01,"14027","140-Воротки",63.000000000000,0,1,1,1,0
2023-09-01,"14028","140-Воротки",59.000000000000,0,1,1,1,0
2023-09-01,"14029","140-Воротки",18.000000000000,0,1,1,1,0
2023-09-01,"14030","140-Воротки",11.000000000000,0,1,1,1,0
2023-09-01,"14041","140-Воротки",23.000000000000,0,1,1,1,0
2023-09-01,"14042","140-Воротки",1.000000000000,0,1,1,1,0
2023-09-01,"14043","140-Воротки",3.000000000000,0,1,1,1,0
2023-09-01,"14044","140-Воротки",2.000000000000,0,1,1,1,0
2023-09-01,"140605","140-Воротки",3.000000000000,0,1,1,1,0
2023-09-01,"14066","140-Воротки",3.000000000000,0,1,1,1,0
2023-09-01,"14070","140-Воротки",45.000000000000,0,1,1,1,0
2023-09-01,"14074","140-Воротки",38.000000000000,0,1,1,1,0
2023-09-01,"14082","140-Воротки",2.000000000000,0,1,1,1,0
2023-09-01,"14084","140-Воротки",2.000000000000,0,1,1,1,0
2023-09-01,"14086","140-Воротки",22.000000000000,0,1,1,1,0
2023-09-01,"14137","140-Воротки",4.000000000000,0,1,1,1,0
2023-09-01,"26901","269-УШМ",3.000000000000,0,1,1,1,0
2023-09-01,"26904","269-УШМ",3.000000000000,0,1,1,1,0
2023-09-01,"26909","269-УШМ",1.000000000000,0,1,1,1,0
2023-09-01,"26910","269-УШМ",4.000000000000,0,1,1,1,0
